date and time;index;date;month;day;weeknr;weekday(0=M);hour;daytype(WrkSaSu);occupancyperc
2021-07-13 01:00:00+02:00;4632;13-7-2021;7;13;28;1;1;3;0
2021-07-13 02:00:00+02:00;4633;13-7-2021;7;13;28;1;2;3;0
2021-07-13 03:00:00+02:00;4634;13-7-2021;7;13;28;1;3;3;0
2021-07-13 04:00:00+02:00;4635;13-7-2021;7;13;28;1;4;3;0
2021-07-13 05:00:00+02:00;4636;13-7-2021;7;13;28;1;5;3;0
2021-07-13 06:00:00+02:00;4637;13-7-2021;7;13;28;1;6;3;0
2021-07-13 07:00:00+02:00;4638;13-7-2021;7;13;28;1;7;3;0
2021-07-13 08:00:00+02:00;4639;13-7-2021;7;13;28;1;8;3;0
2021-07-13 09:00:00+02:00;4640;13-7-2021;7;13;28;1;9;3;0
2021-07-13 10:00:00+02:00;4641;13-7-2021;7;13;28;1;10;3;0
2021-07-13 11:00:00+02:00;4642;13-7-2021;7;13;28;1;11;3;0
2021-07-13 12:00:00+02:00;4643;13-7-2021;7;13;28;1;12;3;0
2021-07-13 13:00:00+02:00;4644;13-7-2021;7;13;28;1;13;3;0
2021-07-13 14:00:00+02:00;4645;13-7-2021;7;13;28;1;14;3;0
2021-07-13 15:00:00+02:00;4646;13-7-2021;7;13;28;1;15;3;0
2021-07-13 16:00:00+02:00;4647;13-7-2021;7;13;28;1;16;3;0
2021-07-13 17:00:00+02:00;4648;13-7-2021;7;13;28;1;17;3;0
2021-07-13 18:00:00+02:00;4649;13-7-2021;7;13;28;1;18;3;0
2021-07-13 19:00:00+02:00;4650;13-7-2021;7;13;28;1;19;3;0
2021-07-13 20:00:00+02:00;4651;13-7-2021;7;13;28;1;20;3;0
2021-07-13 21:00:00+02:00;4652;13-7-2021;7;13;28;1;21;3;0
2021-07-13 22:00:00+02:00;4653;13-7-2021;7;13;28;1;22;3;0
2021-07-13 23:00:00+02:00;4654;13-7-2021;7;13;28;1;23;3;0
2021-07-14 00:00:00+02:00;4655;14-7-2021;7;14;28;2;0;3;0
2021-07-14 01:00:00+02:00;4656;14-7-2021;7;14;28;2;1;3;0
2021-07-14 02:00:00+02:00;4657;14-7-2021;7;14;28;2;2;3;0
2021-07-14 03:00:00+02:00;4658;14-7-2021;7;14;28;2;3;3;0
2021-07-14 04:00:00+02:00;4659;14-7-2021;7;14;28;2;4;3;0
2021-07-14 05:00:00+02:00;4660;14-7-2021;7;14;28;2;5;3;0
2021-07-14 06:00:00+02:00;4661;14-7-2021;7;14;28;2;6;3;0
2021-07-14 07:00:00+02:00;4662;14-7-2021;7;14;28;2;7;3;0
2021-07-14 08:00:00+02:00;4663;14-7-2021;7;14;28;2;8;3;0
2021-07-14 09:00:00+02:00;4664;14-7-2021;7;14;28;2;9;3;0
2021-07-14 10:00:00+02:00;4665;14-7-2021;7;14;28;2;10;3;0
2021-07-14 11:00:00+02:00;4666;14-7-2021;7;14;28;2;11;3;0
2021-07-14 12:00:00+02:00;4667;14-7-2021;7;14;28;2;12;3;0
2021-07-14 13:00:00+02:00;4668;14-7-2021;7;14;28;2;13;3;0
2021-07-14 14:00:00+02:00;4669;14-7-2021;7;14;28;2;14;3;0
2021-07-14 15:00:00+02:00;4670;14-7-2021;7;14;28;2;15;3;0
2021-07-14 16:00:00+02:00;4671;14-7-2021;7;14;28;2;16;3;0
2021-07-14 17:00:00+02:00;4672;14-7-2021;7;14;28;2;17;3;0
2021-07-14 18:00:00+02:00;4673;14-7-2021;7;14;28;2;18;3;0
2021-07-14 19:00:00+02:00;4674;14-7-2021;7;14;28;2;19;3;0
2021-07-14 20:00:00+02:00;4675;14-7-2021;7;14;28;2;20;3;0
2021-07-14 21:00:00+02:00;4676;14-7-2021;7;14;28;2;21;3;0
2021-07-14 22:00:00+02:00;4677;14-7-2021;7;14;28;2;22;3;0
2021-07-14 23:00:00+02:00;4678;14-7-2021;7;14;28;2;23;3;0
2021-07-15 00:00:00+02:00;4679;15-7-2021;7;15;28;3;0;3;0
2021-07-15 01:00:00+02:00;4680;15-7-2021;7;15;28;3;1;3;0
2021-07-15 02:00:00+02:00;4681;15-7-2021;7;15;28;3;2;3;0
2021-07-15 03:00:00+02:00;4682;15-7-2021;7;15;28;3;3;3;0
2021-07-15 04:00:00+02:00;4683;15-7-2021;7;15;28;3;4;3;0
2021-07-15 05:00:00+02:00;4684;15-7-2021;7;15;28;3;5;3;0
2021-07-15 06:00:00+02:00;4685;15-7-2021;7;15;28;3;6;3;0
2021-07-15 07:00:00+02:00;4686;15-7-2021;7;15;28;3;7;3;0
2021-07-15 08:00:00+02:00;4687;15-7-2021;7;15;28;3;8;3;0
2021-07-15 09:00:00+02:00;4688;15-7-2021;7;15;28;3;9;3;0
2021-07-15 10:00:00+02:00;4689;15-7-2021;7;15;28;3;10;3;0
2021-07-15 11:00:00+02:00;4690;15-7-2021;7;15;28;3;11;3;0
2021-07-15 12:00:00+02:00;4691;15-7-2021;7;15;28;3;12;3;0
2021-07-15 13:00:00+02:00;4692;15-7-2021;7;15;28;3;13;3;0
2021-07-15 14:00:00+02:00;4693;15-7-2021;7;15;28;3;14;3;0
2021-07-15 15:00:00+02:00;4694;15-7-2021;7;15;28;3;15;3;0
2021-07-15 16:00:00+02:00;4695;15-7-2021;7;15;28;3;16;3;0
2021-07-15 17:00:00+02:00;4696;15-7-2021;7;15;28;3;17;3;0
2021-07-15 18:00:00+02:00;4697;15-7-2021;7;15;28;3;18;3;0
2021-07-15 19:00:00+02:00;4698;15-7-2021;7;15;28;3;19;3;0
2021-07-15 20:00:00+02:00;4699;15-7-2021;7;15;28;3;20;3;0
2021-07-15 21:00:00+02:00;4700;15-7-2021;7;15;28;3;21;3;0
2021-07-15 22:00:00+02:00;4701;15-7-2021;7;15;28;3;22;3;0
2021-07-15 23:00:00+02:00;4702;15-7-2021;7;15;28;3;23;3;0
2021-07-16 00:00:00+02:00;4703;16-7-2021;7;16;28;4;0;3;0
2021-07-16 01:00:00+02:00;4704;16-7-2021;7;16;28;4;1;3;0
2021-07-16 02:00:00+02:00;4705;16-7-2021;7;16;28;4;2;3;0
2021-07-16 03:00:00+02:00;4706;16-7-2021;7;16;28;4;3;3;0
2021-07-16 04:00:00+02:00;4707;16-7-2021;7;16;28;4;4;3;0
2021-07-16 05:00:00+02:00;4708;16-7-2021;7;16;28;4;5;3;0
2021-07-16 06:00:00+02:00;4709;16-7-2021;7;16;28;4;6;3;0
2021-07-16 07:00:00+02:00;4710;16-7-2021;7;16;28;4;7;3;0
2021-07-16 08:00:00+02:00;4711;16-7-2021;7;16;28;4;8;3;0
2021-07-16 09:00:00+02:00;4712;16-7-2021;7;16;28;4;9;3;0
2021-07-16 10:00:00+02:00;4713;16-7-2021;7;16;28;4;10;3;0
2021-07-16 11:00:00+02:00;4714;16-7-2021;7;16;28;4;11;3;0
2021-07-16 12:00:00+02:00;4715;16-7-2021;7;16;28;4;12;3;0
2021-07-16 13:00:00+02:00;4716;16-7-2021;7;16;28;4;13;3;0
2021-07-16 14:00:00+02:00;4717;16-7-2021;7;16;28;4;14;3;0
2021-07-16 15:00:00+02:00;4718;16-7-2021;7;16;28;4;15;3;0
2021-07-16 16:00:00+02:00;4719;16-7-2021;7;16;28;4;16;3;0
2021-07-16 17:00:00+02:00;4720;16-7-2021;7;16;28;4;17;3;0
2021-07-16 18:00:00+02:00;4721;16-7-2021;7;16;28;4;18;3;0
2021-07-16 19:00:00+02:00;4722;16-7-2021;7;16;28;4;19;3;0
2021-07-16 20:00:00+02:00;4723;16-7-2021;7;16;28;4;20;3;0
2021-07-16 21:00:00+02:00;4724;16-7-2021;7;16;28;4;21;3;0
2021-07-16 22:00:00+02:00;4725;16-7-2021;7;16;28;4;22;3;0
2021-07-16 23:00:00+02:00;4726;16-7-2021;7;16;28;4;23;3;0
2021-07-17 00:00:00+02:00;4727;17-7-2021;7;17;28;5;0;3;0
2021-07-17 01:00:00+02:00;4728;17-7-2021;7;17;28;5;1;3;0
2021-07-17 02:00:00+02:00;4729;17-7-2021;7;17;28;5;2;3;0
2021-07-17 03:00:00+02:00;4730;17-7-2021;7;17;28;5;3;3;0
2021-07-17 04:00:00+02:00;4731;17-7-2021;7;17;28;5;4;3;0
2021-07-17 05:00:00+02:00;4732;17-7-2021;7;17;28;5;5;3;0
2021-07-17 06:00:00+02:00;4733;17-7-2021;7;17;28;5;6;3;0
2021-07-17 07:00:00+02:00;4734;17-7-2021;7;17;28;5;7;3;0
2021-07-17 08:00:00+02:00;4735;17-7-2021;7;17;28;5;8;3;0
2021-07-17 09:00:00+02:00;4736;17-7-2021;7;17;28;5;9;3;0
2021-07-17 10:00:00+02:00;4737;17-7-2021;7;17;28;5;10;3;0
2021-07-17 11:00:00+02:00;4738;17-7-2021;7;17;28;5;11;3;0
2021-07-17 12:00:00+02:00;4739;17-7-2021;7;17;28;5;12;3;0
2021-07-17 13:00:00+02:00;4740;17-7-2021;7;17;28;5;13;3;0
2021-07-17 14:00:00+02:00;4741;17-7-2021;7;17;28;5;14;3;0
2021-07-17 15:00:00+02:00;4742;17-7-2021;7;17;28;5;15;3;0
2021-07-17 16:00:00+02:00;4743;17-7-2021;7;17;28;5;16;3;0
2021-07-17 17:00:00+02:00;4744;17-7-2021;7;17;28;5;17;3;0
2021-07-17 18:00:00+02:00;4745;17-7-2021;7;17;28;5;18;3;0
2021-07-17 19:00:00+02:00;4746;17-7-2021;7;17;28;5;19;3;0
2021-07-17 20:00:00+02:00;4747;17-7-2021;7;17;28;5;20;3;0
2021-07-17 21:00:00+02:00;4748;17-7-2021;7;17;28;5;21;3;0
2021-07-17 22:00:00+02:00;4749;17-7-2021;7;17;28;5;22;3;0
2021-07-17 23:00:00+02:00;4750;17-7-2021;7;17;28;5;23;3;0
2021-07-18 00:00:00+02:00;4751;18-7-2021;7;18;28;6;0;3;0
2021-07-18 01:00:00+02:00;4752;18-7-2021;7;18;28;6;1;3;0
2021-07-18 02:00:00+02:00;4753;18-7-2021;7;18;28;6;2;3;0
2021-07-18 03:00:00+02:00;4754;18-7-2021;7;18;28;6;3;3;0
2021-07-18 04:00:00+02:00;4755;18-7-2021;7;18;28;6;4;3;0
2021-07-18 05:00:00+02:00;4756;18-7-2021;7;18;28;6;5;3;0
2021-07-18 06:00:00+02:00;4757;18-7-2021;7;18;28;6;6;3;0
2021-07-18 07:00:00+02:00;4758;18-7-2021;7;18;28;6;7;3;0
2021-07-18 08:00:00+02:00;4759;18-7-2021;7;18;28;6;8;3;0
2021-07-18 09:00:00+02:00;4760;18-7-2021;7;18;28;6;9;3;0
2021-07-18 10:00:00+02:00;4761;18-7-2021;7;18;28;6;10;3;0
2021-07-18 11:00:00+02:00;4762;18-7-2021;7;18;28;6;11;3;0
2021-07-18 12:00:00+02:00;4763;18-7-2021;7;18;28;6;12;3;0
2021-07-18 13:00:00+02:00;4764;18-7-2021;7;18;28;6;13;3;0
2021-07-18 14:00:00+02:00;4765;18-7-2021;7;18;28;6;14;3;0
2021-07-18 15:00:00+02:00;4766;18-7-2021;7;18;28;6;15;3;0
2021-07-18 16:00:00+02:00;4767;18-7-2021;7;18;28;6;16;3;0
2021-07-18 17:00:00+02:00;4768;18-7-2021;7;18;28;6;17;3;0
2021-07-18 18:00:00+02:00;4769;18-7-2021;7;18;28;6;18;3;0
2021-07-18 19:00:00+02:00;4770;18-7-2021;7;18;28;6;19;3;0
2021-07-18 20:00:00+02:00;4771;18-7-2021;7;18;28;6;20;3;0
2021-07-18 21:00:00+02:00;4772;18-7-2021;7;18;28;6;21;3;0
2021-07-18 22:00:00+02:00;4773;18-7-2021;7;18;28;6;22;3;0
2021-07-18 23:00:00+02:00;4774;18-7-2021;7;18;28;6;23;3;0
2021-07-19 00:00:00+02:00;4775;19-7-2021;7;19;29;0;0;3;0
2021-07-19 01:00:00+02:00;4776;19-7-2021;7;19;29;0;1;3;0
2021-07-19 02:00:00+02:00;4777;19-7-2021;7;19;29;0;2;3;0
2021-07-19 03:00:00+02:00;4778;19-7-2021;7;19;29;0;3;3;0
2021-07-19 04:00:00+02:00;4779;19-7-2021;7;19;29;0;4;3;0
2021-07-19 05:00:00+02:00;4780;19-7-2021;7;19;29;0;5;3;0
2021-07-19 06:00:00+02:00;4781;19-7-2021;7;19;29;0;6;3;0
2021-07-19 07:00:00+02:00;4782;19-7-2021;7;19;29;0;7;3;0
2021-07-19 08:00:00+02:00;4783;19-7-2021;7;19;29;0;8;3;0
2021-07-19 09:00:00+02:00;4784;19-7-2021;7;19;29;0;9;3;0
2021-07-19 10:00:00+02:00;4785;19-7-2021;7;19;29;0;10;3;0
2021-07-19 11:00:00+02:00;4786;19-7-2021;7;19;29;0;11;3;0
2021-07-19 12:00:00+02:00;4787;19-7-2021;7;19;29;0;12;3;0
2021-07-19 13:00:00+02:00;4788;19-7-2021;7;19;29;0;13;3;0
2021-07-19 14:00:00+02:00;4789;19-7-2021;7;19;29;0;14;3;0
2021-07-19 15:00:00+02:00;4790;19-7-2021;7;19;29;0;15;3;0
2021-07-19 16:00:00+02:00;4791;19-7-2021;7;19;29;0;16;3;0
2021-07-19 17:00:00+02:00;4792;19-7-2021;7;19;29;0;17;3;0
2021-07-19 18:00:00+02:00;4793;19-7-2021;7;19;29;0;18;3;0
2021-07-19 19:00:00+02:00;4794;19-7-2021;7;19;29;0;19;3;0
2021-07-19 20:00:00+02:00;4795;19-7-2021;7;19;29;0;20;3;0
2021-07-19 21:00:00+02:00;4796;19-7-2021;7;19;29;0;21;3;0
2021-07-19 22:00:00+02:00;4797;19-7-2021;7;19;29;0;22;3;0
2021-07-19 23:00:00+02:00;4798;19-7-2021;7;19;29;0;23;3;0
2021-07-20 00:00:00+02:00;4799;20-7-2021;7;20;29;1;0;3;0
2021-07-20 01:00:00+02:00;4800;20-7-2021;7;20;29;1;1;3;0
2021-07-20 02:00:00+02:00;4801;20-7-2021;7;20;29;1;2;3;0
2021-07-20 03:00:00+02:00;4802;20-7-2021;7;20;29;1;3;3;0
2021-07-20 04:00:00+02:00;4803;20-7-2021;7;20;29;1;4;3;0
2021-07-20 05:00:00+02:00;4804;20-7-2021;7;20;29;1;5;3;0
2021-07-20 06:00:00+02:00;4805;20-7-2021;7;20;29;1;6;3;0
2021-07-20 07:00:00+02:00;4806;20-7-2021;7;20;29;1;7;3;0
2021-07-20 08:00:00+02:00;4807;20-7-2021;7;20;29;1;8;3;0
2021-07-20 09:00:00+02:00;4808;20-7-2021;7;20;29;1;9;3;0
2021-07-20 10:00:00+02:00;4809;20-7-2021;7;20;29;1;10;3;0
2021-07-20 11:00:00+02:00;4810;20-7-2021;7;20;29;1;11;3;0
2021-07-20 12:00:00+02:00;4811;20-7-2021;7;20;29;1;12;3;0
2021-07-20 13:00:00+02:00;4812;20-7-2021;7;20;29;1;13;3;0
2021-07-20 14:00:00+02:00;4813;20-7-2021;7;20;29;1;14;3;0
2021-07-20 15:00:00+02:00;4814;20-7-2021;7;20;29;1;15;3;0
2021-07-20 16:00:00+02:00;4815;20-7-2021;7;20;29;1;16;3;0
2021-07-20 17:00:00+02:00;4816;20-7-2021;7;20;29;1;17;3;0
2021-07-20 18:00:00+02:00;4817;20-7-2021;7;20;29;1;18;3;0
2021-07-20 19:00:00+02:00;4818;20-7-2021;7;20;29;1;19;3;0
2021-07-20 20:00:00+02:00;4819;20-7-2021;7;20;29;1;20;3;0
2021-07-20 21:00:00+02:00;4820;20-7-2021;7;20;29;1;21;3;0
2021-07-20 22:00:00+02:00;4821;20-7-2021;7;20;29;1;22;3;0
2021-07-20 23:00:00+02:00;4822;20-7-2021;7;20;29;1;23;3;0
2021-07-21 00:00:00+02:00;4823;21-7-2021;7;21;29;2;0;3;0
2021-07-21 01:00:00+02:00;4824;21-7-2021;7;21;29;2;1;3;0
2021-07-21 02:00:00+02:00;4825;21-7-2021;7;21;29;2;2;3;0
2021-07-21 03:00:00+02:00;4826;21-7-2021;7;21;29;2;3;3;0
2021-07-21 04:00:00+02:00;4827;21-7-2021;7;21;29;2;4;3;0
2021-07-21 05:00:00+02:00;4828;21-7-2021;7;21;29;2;5;3;0
2021-07-21 06:00:00+02:00;4829;21-7-2021;7;21;29;2;6;3;0
2021-07-21 07:00:00+02:00;4830;21-7-2021;7;21;29;2;7;3;0
2021-07-21 08:00:00+02:00;4831;21-7-2021;7;21;29;2;8;3;0
2021-07-21 09:00:00+02:00;4832;21-7-2021;7;21;29;2;9;3;0
2021-07-21 10:00:00+02:00;4833;21-7-2021;7;21;29;2;10;3;0
2021-07-21 11:00:00+02:00;4834;21-7-2021;7;21;29;2;11;3;0
2021-07-21 12:00:00+02:00;4835;21-7-2021;7;21;29;2;12;3;0
2021-07-21 13:00:00+02:00;4836;21-7-2021;7;21;29;2;13;3;0
2021-07-21 14:00:00+02:00;4837;21-7-2021;7;21;29;2;14;3;0
2021-07-21 15:00:00+02:00;4838;21-7-2021;7;21;29;2;15;3;0
2021-07-21 16:00:00+02:00;4839;21-7-2021;7;21;29;2;16;3;0
2021-07-21 17:00:00+02:00;4840;21-7-2021;7;21;29;2;17;3;0
2021-07-21 18:00:00+02:00;4841;21-7-2021;7;21;29;2;18;3;0
2021-07-21 19:00:00+02:00;4842;21-7-2021;7;21;29;2;19;3;0
2021-07-21 20:00:00+02:00;4843;21-7-2021;7;21;29;2;20;3;0
2021-07-21 21:00:00+02:00;4844;21-7-2021;7;21;29;2;21;3;0
2021-07-21 22:00:00+02:00;4845;21-7-2021;7;21;29;2;22;3;0
2021-07-21 23:00:00+02:00;4846;21-7-2021;7;21;29;2;23;3;0
2021-07-22 00:00:00+02:00;4847;22-7-2021;7;22;29;3;0;3;0
2021-07-22 01:00:00+02:00;4848;22-7-2021;7;22;29;3;1;3;0
2021-07-22 02:00:00+02:00;4849;22-7-2021;7;22;29;3;2;3;0
2021-07-22 03:00:00+02:00;4850;22-7-2021;7;22;29;3;3;3;0
2021-07-22 04:00:00+02:00;4851;22-7-2021;7;22;29;3;4;3;0
2021-07-22 05:00:00+02:00;4852;22-7-2021;7;22;29;3;5;3;0
2021-07-22 06:00:00+02:00;4853;22-7-2021;7;22;29;3;6;3;0
2021-07-22 07:00:00+02:00;4854;22-7-2021;7;22;29;3;7;3;0
2021-07-22 08:00:00+02:00;4855;22-7-2021;7;22;29;3;8;3;0
2021-07-22 09:00:00+02:00;4856;22-7-2021;7;22;29;3;9;3;0
2021-07-22 10:00:00+02:00;4857;22-7-2021;7;22;29;3;10;3;0
2021-07-22 11:00:00+02:00;4858;22-7-2021;7;22;29;3;11;3;0
2021-07-22 12:00:00+02:00;4859;22-7-2021;7;22;29;3;12;3;0
2021-07-22 13:00:00+02:00;4860;22-7-2021;7;22;29;3;13;3;0
2021-07-22 14:00:00+02:00;4861;22-7-2021;7;22;29;3;14;3;0
2021-07-22 15:00:00+02:00;4862;22-7-2021;7;22;29;3;15;3;0
2021-07-22 16:00:00+02:00;4863;22-7-2021;7;22;29;3;16;3;0
2021-07-22 17:00:00+02:00;4864;22-7-2021;7;22;29;3;17;3;0
2021-07-22 18:00:00+02:00;4865;22-7-2021;7;22;29;3;18;3;0
2021-07-22 19:00:00+02:00;4866;22-7-2021;7;22;29;3;19;3;0
2021-07-22 20:00:00+02:00;4867;22-7-2021;7;22;29;3;20;3;0
2021-07-22 21:00:00+02:00;4868;22-7-2021;7;22;29;3;21;3;0
2021-07-22 22:00:00+02:00;4869;22-7-2021;7;22;29;3;22;3;0
2021-07-22 23:00:00+02:00;4870;22-7-2021;7;22;29;3;23;3;0
2021-07-23 00:00:00+02:00;4871;23-7-2021;7;23;29;4;0;3;0
2021-07-23 01:00:00+02:00;4872;23-7-2021;7;23;29;4;1;3;0
2021-07-23 02:00:00+02:00;4873;23-7-2021;7;23;29;4;2;3;0
2021-07-23 03:00:00+02:00;4874;23-7-2021;7;23;29;4;3;3;0
2021-07-23 04:00:00+02:00;4875;23-7-2021;7;23;29;4;4;3;0
2021-07-23 05:00:00+02:00;4876;23-7-2021;7;23;29;4;5;3;0
2021-07-23 06:00:00+02:00;4877;23-7-2021;7;23;29;4;6;3;0
2021-07-23 07:00:00+02:00;4878;23-7-2021;7;23;29;4;7;3;0
2021-07-23 08:00:00+02:00;4879;23-7-2021;7;23;29;4;8;3;0
2021-07-23 09:00:00+02:00;4880;23-7-2021;7;23;29;4;9;3;0
2021-07-23 10:00:00+02:00;4881;23-7-2021;7;23;29;4;10;3;0
2021-07-23 11:00:00+02:00;4882;23-7-2021;7;23;29;4;11;3;0
2021-07-23 12:00:00+02:00;4883;23-7-2021;7;23;29;4;12;3;0
2021-07-23 13:00:00+02:00;4884;23-7-2021;7;23;29;4;13;3;0
2021-07-23 14:00:00+02:00;4885;23-7-2021;7;23;29;4;14;3;0
2021-07-23 15:00:00+02:00;4886;23-7-2021;7;23;29;4;15;3;0
2021-07-23 16:00:00+02:00;4887;23-7-2021;7;23;29;4;16;3;0
2021-07-23 17:00:00+02:00;4888;23-7-2021;7;23;29;4;17;3;0
2021-07-23 18:00:00+02:00;4889;23-7-2021;7;23;29;4;18;3;0
2021-07-23 19:00:00+02:00;4890;23-7-2021;7;23;29;4;19;3;0
2021-07-23 20:00:00+02:00;4891;23-7-2021;7;23;29;4;20;3;0
2021-07-23 21:00:00+02:00;4892;23-7-2021;7;23;29;4;21;3;0
2021-07-23 22:00:00+02:00;4893;23-7-2021;7;23;29;4;22;3;0
2021-07-23 23:00:00+02:00;4894;23-7-2021;7;23;29;4;23;3;0
2021-07-24 00:00:00+02:00;4895;24-7-2021;7;24;29;5;0;3;0
2021-07-24 01:00:00+02:00;4896;24-7-2021;7;24;29;5;1;3;0
2021-07-24 02:00:00+02:00;4897;24-7-2021;7;24;29;5;2;3;0
2021-07-24 03:00:00+02:00;4898;24-7-2021;7;24;29;5;3;3;0
2021-07-24 04:00:00+02:00;4899;24-7-2021;7;24;29;5;4;3;0
2021-07-24 05:00:00+02:00;4900;24-7-2021;7;24;29;5;5;3;0
2021-07-24 06:00:00+02:00;4901;24-7-2021;7;24;29;5;6;3;0
2021-07-24 07:00:00+02:00;4902;24-7-2021;7;24;29;5;7;3;0
2021-07-24 08:00:00+02:00;4903;24-7-2021;7;24;29;5;8;3;0
2021-07-24 09:00:00+02:00;4904;24-7-2021;7;24;29;5;9;3;0
2021-07-24 10:00:00+02:00;4905;24-7-2021;7;24;29;5;10;3;0
2021-07-24 11:00:00+02:00;4906;24-7-2021;7;24;29;5;11;3;0
2021-07-24 12:00:00+02:00;4907;24-7-2021;7;24;29;5;12;3;0
2021-07-24 13:00:00+02:00;4908;24-7-2021;7;24;29;5;13;3;0
2021-07-24 14:00:00+02:00;4909;24-7-2021;7;24;29;5;14;3;0
2021-07-24 15:00:00+02:00;4910;24-7-2021;7;24;29;5;15;3;0
2021-07-24 16:00:00+02:00;4911;24-7-2021;7;24;29;5;16;3;0
2021-07-24 17:00:00+02:00;4912;24-7-2021;7;24;29;5;17;3;0
2021-07-24 18:00:00+02:00;4913;24-7-2021;7;24;29;5;18;3;0
2021-07-24 19:00:00+02:00;4914;24-7-2021;7;24;29;5;19;3;0
2021-07-24 20:00:00+02:00;4915;24-7-2021;7;24;29;5;20;3;0
2021-07-24 21:00:00+02:00;4916;24-7-2021;7;24;29;5;21;3;0
2021-07-24 22:00:00+02:00;4917;24-7-2021;7;24;29;5;22;3;0
2021-07-24 23:00:00+02:00;4918;24-7-2021;7;24;29;5;23;3;0
2021-07-25 00:00:00+02:00;4919;25-7-2021;7;25;29;6;0;3;0
2021-07-25 01:00:00+02:00;4920;25-7-2021;7;25;29;6;1;3;0
2021-07-25 02:00:00+02:00;4921;25-7-2021;7;25;29;6;2;3;0
2021-07-25 03:00:00+02:00;4922;25-7-2021;7;25;29;6;3;3;0
2021-07-25 04:00:00+02:00;4923;25-7-2021;7;25;29;6;4;3;0
2021-07-25 05:00:00+02:00;4924;25-7-2021;7;25;29;6;5;3;0
2021-07-25 06:00:00+02:00;4925;25-7-2021;7;25;29;6;6;3;0
2021-07-25 07:00:00+02:00;4926;25-7-2021;7;25;29;6;7;3;0
2021-07-25 08:00:00+02:00;4927;25-7-2021;7;25;29;6;8;3;0
2021-07-25 09:00:00+02:00;4928;25-7-2021;7;25;29;6;9;3;0
2021-07-25 10:00:00+02:00;4929;25-7-2021;7;25;29;6;10;3;0
2021-07-25 11:00:00+02:00;4930;25-7-2021;7;25;29;6;11;3;0
2021-07-25 12:00:00+02:00;4931;25-7-2021;7;25;29;6;12;3;0
2021-07-25 13:00:00+02:00;4932;25-7-2021;7;25;29;6;13;3;0
2021-07-25 14:00:00+02:00;4933;25-7-2021;7;25;29;6;14;3;0
2021-07-25 15:00:00+02:00;4934;25-7-2021;7;25;29;6;15;3;0
2021-07-25 16:00:00+02:00;4935;25-7-2021;7;25;29;6;16;3;0
2021-07-25 17:00:00+02:00;4936;25-7-2021;7;25;29;6;17;3;0
2021-07-25 18:00:00+02:00;4937;25-7-2021;7;25;29;6;18;3;0
2021-07-25 19:00:00+02:00;4938;25-7-2021;7;25;29;6;19;3;0
2021-07-25 20:00:00+02:00;4939;25-7-2021;7;25;29;6;20;3;0
2021-07-25 21:00:00+02:00;4940;25-7-2021;7;25;29;6;21;3;0
2021-07-25 22:00:00+02:00;4941;25-7-2021;7;25;29;6;22;3;0
2021-07-25 23:00:00+02:00;4942;25-7-2021;7;25;29;6;23;3;0
2021-07-26 00:00:00+02:00;4943;26-7-2021;7;26;30;0;0;3;0
2021-07-26 01:00:00+02:00;4944;26-7-2021;7;26;30;0;1;3;0
2021-07-26 02:00:00+02:00;4945;26-7-2021;7;26;30;0;2;3;0
2021-07-26 03:00:00+02:00;4946;26-7-2021;7;26;30;0;3;3;0
2021-07-26 04:00:00+02:00;4947;26-7-2021;7;26;30;0;4;3;0
2021-07-26 05:00:00+02:00;4948;26-7-2021;7;26;30;0;5;3;0
2021-07-26 06:00:00+02:00;4949;26-7-2021;7;26;30;0;6;3;0
2021-07-26 07:00:00+02:00;4950;26-7-2021;7;26;30;0;7;3;0
2021-07-26 08:00:00+02:00;4951;26-7-2021;7;26;30;0;8;3;0
2021-07-26 09:00:00+02:00;4952;26-7-2021;7;26;30;0;9;3;0
2021-07-26 10:00:00+02:00;4953;26-7-2021;7;26;30;0;10;3;0
2021-07-26 11:00:00+02:00;4954;26-7-2021;7;26;30;0;11;3;0
2021-07-26 12:00:00+02:00;4955;26-7-2021;7;26;30;0;12;3;0
2021-07-26 13:00:00+02:00;4956;26-7-2021;7;26;30;0;13;3;0
2021-07-26 14:00:00+02:00;4957;26-7-2021;7;26;30;0;14;3;0
2021-07-26 15:00:00+02:00;4958;26-7-2021;7;26;30;0;15;3;0
2021-07-26 16:00:00+02:00;4959;26-7-2021;7;26;30;0;16;3;0
2021-07-26 17:00:00+02:00;4960;26-7-2021;7;26;30;0;17;3;0
2021-07-26 18:00:00+02:00;4961;26-7-2021;7;26;30;0;18;3;0
2021-07-26 19:00:00+02:00;4962;26-7-2021;7;26;30;0;19;3;0
2021-07-26 20:00:00+02:00;4963;26-7-2021;7;26;30;0;20;3;0
2021-07-26 21:00:00+02:00;4964;26-7-2021;7;26;30;0;21;3;0
2021-07-26 22:00:00+02:00;4965;26-7-2021;7;26;30;0;22;3;0
2021-07-26 23:00:00+02:00;4966;26-7-2021;7;26;30;0;23;3;0
2021-07-27 00:00:00+02:00;4967;27-7-2021;7;27;30;1;0;3;0
2021-07-27 01:00:00+02:00;4968;27-7-2021;7;27;30;1;1;3;0
2021-07-27 02:00:00+02:00;4969;27-7-2021;7;27;30;1;2;3;0
2021-07-27 03:00:00+02:00;4970;27-7-2021;7;27;30;1;3;3;0
2021-07-27 04:00:00+02:00;4971;27-7-2021;7;27;30;1;4;3;0
